"number","title","pageid","namespace","length","touched"
"2067","Carl_Neuberg","10509983","","11283","20190219215513"
"2068","Carl_O._Nordling","8982979","","4260","20190224215438"
"2069","Carl_Parrot","54243199","","1780","20190203062745"
"2070","Carl_Posner","50268815","","4033","20190213234105"
"2071","Carl_R._Sovinec","53850579","","1551","20190203062707"
"2072","Carl_R._de_Boor","2082783","","9171","20190224215332"
"2073","Carl_Robert_Ehrström","12260098","","1663","20190203034309"
"2074","Carl_Sagan","6824","","123579","20190226231245"
"2075","Carl_Sagan_Award_for_Public_Appreciation_of_Science","11025873","","2292","20190203033304"
"2076","Carl_Sagan_Institute","46669670","","5395","20190221222433"
"2077","Carl_Sagan_Medal","11091254","","2074","20190203033329"
"2078","Carl_Sagan_Memorial_Award","4406941","","1525","20181213113031"
"2079","Carl_Sagan_Prize_for_Science_Popularization","48609330","","4462","20190203061640"
"2080","Carl_Schultén","57578243","","1504","20190215035235"
"2081","Carl_Shipp_Marvel","10181183","","32480","20190219215451"
"2082","Carl_Warburg","25660738","","10619","20190219221113"
"2083","Carl_Wedl","9275667","","5004","20190203031443"
"2084","Carl_Wesenberg-Lund","25114217","","1389","20190226200316"
"2085","Carl_Wilhelm_Borchardt","482522","","3276","20190219213822"
"2086","Carl_Woese","40598","","37304","20190226081138"
"2087","Carl_Wolfgang_Benjamin_Goldschmidt","36846598","","8386","20190213233941"
"2088","Carl_Zeiss","202067","","34186","20190221161425"
"2089","Carl_Zuckmayer","1899374","","14844","20190219214243"
"2090","Carl_von_Linde","993397","","11462","20190224123801"
"2091","Carl_von_Than","17270378","","5237","20190219220239"
"2092","Carla_Gomes","55509837","","8048","20190219223220"
"2093","Carle_M._Pieters","31489297","","4193","20190219221614"
"2094","Carlie_Cooper","21604709","","19173","20190224192615"
"2095","Carlo_Amoretti","10401316","","22330","20190213233542"
"2096","Carlo_Beenakker","1455034","","4539","20190224224612"
"2097","Carlo_Gambacorti-Passerini","28675856","","5304","20190219125815"
"2098","Carlo_Kopp","15478547","","3784","20190226050427"
"2099","Carlo_Matteucci","475596","","5053","20190221011335"
"2100","Carlo_Petrini_(scientist)","28649196","","5207","20190203050524"
"2101","Carlo_Tullio_Altan","26731084","","3144","20190224215645"
"2102","Carlos,_rey_emperador","47900023","","11306","20190225042431"
"2103","Carlos_A._Peres","11438931","","4860","20190219215610"
"2104","Carlos_Albizu_Miranda","16973439","","8866","20190224215536"
"2105","Carlos_Albán","33552091","","13280","20190219221802"
"2106","Carlos_Arias_Ortiz","14726193","","3289","20190219215941"
"2107","Carlos_Arteaga","52576066","","4070","20190208111500"
"2108","Carlos_Bertulani","21827240","","8332","20190224224720"
"2109","Carlos_Biggeri","33776030","","487","20190210225818"
"2110","Carlos_Bustamante","1217994","","8248","20190221151553"
"2111","Carlos_Calvo_(historian)","2594418","","2079","20190221011358"
"2112","Carlos_Cardoen","22537032","","3949","20190226234404"
"2113","Carlos_Castillo-Chavez","15989869","","31370","20190224132244"
"2114","Carlos_Chagas_Filho","4048588","","11555","20190219214738"
"2115","Carlos_Cirne_Lima","19279179","","2060","20190203042302"
"2116","Carlos_Conca","16374685","","7462","20190203040853"
"2117","Carlos_Del_Castillo","38457860","","7782","20190222062257"
"2118","Carlos_E.M._Wagner","23057848","","1323","20190203044111"
"2119","Carlos_E._Chardón","23012081","","14011","20190224215620"
"2120","Carlos_Escudé","7961237","","14600","20190213233510"
"2121","Carlos_Finlay","898745","","13554","20190226231318"
"2122","Carlos_Frenk","5440635","","9484","20190226081024"
"2123","Carlos_Gershenson","47644732","","9089","20190219222805"
"2124","Carlos_Gustavo_Moreira","46768742","","3980","20190213234044"
"2125","Carlos_Henrique_de_Brito_Cruz","32625773","","13504","20190224224746"
"2126","Carlos_Jaschek","54489716","","27236","20190222063151"
"2127","Carlos_Kleiber","161527","","28449","20190215225721"
"2128","Carlos_Navarrete_Cáceres","6097144","","3870","20190213233439"
"2129","Carlos_P._Romulo","647820","","20757","20190224145307"
"2130","Carlos_Paz_de_Araújo","23528478","","4913","20190215034843"
"2131","Carlos_Pérez_(radiation_oncologist)","29117819","","4729","20190224215702"
"2132","Carlos_Segers","13793229","","1775","20190219215848"
"2133","Carlos_Torres_(astronomer)","846054","","9155","20190203012129"
"2134","Carlos_Ulrrico_Cesco","774502","","3873","20190203012045"
"2135","Carlos_de_Sigüenza_y_Góngora","5009348","","33573","20190226001922"
"2136","Carlota_Escutia_Dotti","50725237","","11807","20190219222941"
"2137","Carmen_Sandi","57848004","","3400","20190224224907"
"2138","Carmina_Virgili","48425490","","3770","20190224215827"
"2139","Caro_Lucas","7506629","","10369","20190221173740"
"2140","Carol_Blanche_Cotton","53128125","","3322","20190219223102"
"2141","Carol_E._Reiley","57187037","","16070","20190224224905"
"2142","Carol_Fowler","8224162","","6372","20190206074426"
"2143","Carol_Marcus_(Star_Trek)","696689","","306","20190210152310"
"2144","Carol_Prives","52664040","","3532","20190219223046"
"2145","Carol_Shelton","37864622","","10998","20190224224802"
"2146","Carol_V._Robinson","18517759","","18382","20190226081024"
"2147","Carola_Garcia_de_Vinuesa","43550586","","1183","20190207024255"
"2148","Carolina_Araujo_(mathematician)","57912362","","5079","20190212155112"
"2149","Carolina_Henriette_MacGillavry","5515464","","3457","20190217201548"
"2150","Carolina_Villagrán","48549427","","1237","20190215035127"
"2151","Caroline_Dean","18517757","","12478","20190226081024"
"2152","Caroline_Langat_Thoruwa","51505071","","2073","20190203062222"
"2153","Caroline_McMillen","59329224","","4339","20190219223445"
"2154","Caroline_von_Humboldt","52931261","","6691","20190226234826"
"2155","Carolus_Clusius","691873","","27481","20190224123745"
"2156","Carolyn_Fluehr-Lobban","42095990","","7878","20190222162621"
"2157","Carolyn_Griffiths","57619800","","2177","20190222045834"
"2158","Carolyn_Hamilton_(historian)","49648077","","5405","20190224224842"
"2159","Carolyn_Porco","1506230","","38559","20190224123820"
"2160","Carolyn_R._Mobley","44672685","","896","20190215035104"
"2161","Carolyn_Rovee-Collier","20798032","","5738","20190219220620"
"2162","Carolyn_S._Shoemaker","251117","","42935","20190223201948"
"2163","Carolyn_Talcott","37323369","","4124","20190224224801"
"2164","Carrie_Anderson","58009741","","10621","20190219223355"
"2165","Carroll_Morgan_(computer_scientist)","27770334","","3968","20190214104055"
"2166","Carsten_Lund","22395816","","6683","20190219220806"
"2167","Carsten_Olsen","11899948","","8872","20190219215643"
"2168","Carsten_de_Dreu","43684642","","9865","20190203060328"
"2169","Cartesian_Other","1397838","","1006","20181221103552"
"2170","Cartesian_Self","1397851","","3140","20190215034637"
"2171","Cartesian_coordinate_system","7706","","41454","20190219213529"
"2172","Cartesian_doubt","16265044","","9456","20190222061612"
"2173","Cartesian_materialism","3326958","","21044","20190216162252"
"2174","Cartesianism","13291712","","7606","20190221011359"
"2175","Cas_Mudde","11011707","","7946","20190224215455"
"2176","Casa_di_Goethe","40980870","","2122","20190210225823"
"2177","Cascade_Investment","14051454","","6645","20190219215904"
"2178","Casimir_Siemienowicz","1062071","","16328","20190219213515"
"2179","Casimiro_Montenegro_Filho","18516071","","2816","20190220000251"
"2180","Caspar_Bartholin_the_Elder","715618","","2504","20190221011335"
"2181","Caspar_Bartholin_the_Younger","463560","","3383","20190224123735"
"2182","Caspar_Commelijn","15667363","","3673","20190226234228"
"2183","Caspar_Friedrich_Wolff","750007","","5374","20190219213920"
"2184","Cassandra_Lang","1911565","","32423","20190225024241"
"2185","Cassianus_Bassus","2807448","","1825","20190221011358"
"2186","Categoriae_decem","9166109","","4593","20190224215440"
"2187","Catherine_Abbott","57136441","","6878","20190219223323"
"2188","Catherine_Amusugut","55747428","","4829","20190219223231"
"2189","Catherine_Browman","8376731","","4098","20190212192749"
"2190","Catherine_Havasi","45598197","","6580","20190221211616"
"2191","Catherine_King_(scientist)","50870060","","9308","20190219222946"
"2192","Catherine_McGeoch","39024180","","3721","20190203054854"
"2193","Catherine_Meusburger","55890776","","2317","20190203063017"
"2194","Catherine_Ritz","50898985","","8801","20190219222947"
"2195","Catherine_Willows","2394789","","22946","20190226232304"
"2196","Cathleen_Crudden","56913839","","9715","20190219223316"
"2197","Cathleen_Synge_Morawetz","1254108","","15143","20190219214101"
"2198","Cathy_Corison","37872731","","5647","20190219222130"
"2199","Cathy_Gale","2847763","","4136","20181221104206"
"2200","Cathy_Marshall_(hypertext_developer)","24849593","","4336","20190224215632"
"2201","Cathy_Olkin","54177704","","6377","20190219223144"
"2202","Cato_Maximilian_Guldberg","4556130","","7266","20190219214816"
"2203","Cauchy–Lorentz_distribution","31650605","","128","20190129210000"
"2204","Cauchy–Riemann_equations","7583","","29119","20190225005425"
"2205","Causal_adequacy_principle","5440869","","2219","20190119112113"
"2206","Cavit_Orhan_Tütengil","9040108","","4879","20190224215439"
"2207","Cecil_Edgar_Tilley","6397814","","4514","20190213233443"
"2208","Cecil_Howard_Green","1274240","","9459","20190219214105"
"2209","Cecil_Wedgwood","3762223","","4349","20190224193346"
"2210","Cecilia_Bouzat","46321573","","6017","20190219222716"
"2211","Cecilia_Hidalgo_Tapia","50518268","","4099","20190219214607"
"2212","Cecilia_Lutwak-Mann","49330274","","3125","20190213234059"
"2213","Cecilie_French","54261579","","6239","20190219223147"
"2214","Cedomil_Lausic_Glasinovic","22313202","","4208","20190203043735"
"2215","Cedric_Hassall","34191015","","2684","20190222045827"
"2216","Cees_Dekker","14705768","","12529","20190224215520"
"2217","Celia_Hart","5599973","","3546","20190224215407"
"2218","Celso_Costa","45492615","","1090","20190203060914"
"2219","Celso_Grebogi","40721426","","4437","20190222045829"
"2220","Celâl_Şengör","4558522","","19223","20190219214817"
"2221","Cem_Yıldırım","2393586","","3916","20190219214359"
"2222","Centiloquium","4344741","","6613","20190203021602"
"2223","Centrum_Wiskunde_&_Informatica","506063","","10993","20190225004249"
"2224","Centuria_Insectorum","27739965","","40611","20190225004402"
"2225","Centurius","12504733","","6977","20190213185105"
"2226","Cesare_Cremonini_(philosopher)","9362854","","25134","20190226001949"
"2227","Cesare_Marsili","54517705","","9229","20190205222345"
"2228","Chad_Trujillo","528287","","19170","20190226231307"
"2229","Chai_Keong_Toh","39392635","","15547","20190224224807"
"2230","Chaim_Samuel_Hönig","55289402","","3796","20190219223214"
"2231","Chaim_Weizmann","189474","","71684","20190226231254"
"2232","Chain_Reaction_(1996_film)","1487312","","17154","20190223020434"
"2233","Chamisso's_vanilla","23588362","","102","20190105021558"
"2234","Chamisso_Island","17437111","","2677","20190224215541"
"2235","Chamisso_Wilderness","5070199","","2580","20190214235909"
"2236","Chamisso_arnica","46200081","","100","20190105023931"
"2237","Chamisso_bush_lupine","47070944","","274","20190105024046"
"2238","Chamissoa","11169681","","1682","20190224215456"
"2239","Chancey_Juday","16208756","","2949","20190213233650"
"2240","Chandra_Giri","52756825","","8550","20190224171606"
"2241","Chandra_Kintala","19159951","","3533","20190203042233"
"2242","Chandrasekhar_family","52190952","","9848","20190219223030"
"2243","Chandrashekhar_Khare","11350853","","5237","20190224215456"
"2244","Chandreshekar_Sonwane","58854946","","30020","20190219223426"
"2245","Chang_Chuan-chiung","6248444","","1713","20190222050329"
"2246","Chang_Chun-yen","58735218","","8181","20190221173922"
"2247","Chantal_Boulanger","21154595","","820","20190203043129"
"2248","Chanute_Air_Force_Base","4655948","","31091","20190224150447"
"2249","Characteristica_universalis","3230705","","33309","20190219214607"
"2250","Charisma","27665426","","20563","20190225004402"
"2251","Charismatic_authority","227674","","18880","20190224215300"
"2252","Charity_Wayua","59148302","","5794","20190220193029"
"2253","Charjou_Abdirov","31284344","","5705","20190219214154"
"2254","Charles-François_Dupuis","2496772","","9277","20190221011356"
"2255","Charles-Louis_Largeteau","54760899","","3696","20190219223202"
"2256","Charles-Pierre_Denonvilliers","12132217","","2060","20190213233605"
"2257","Charles-Émile_François-Franck","49773712","","3729","20190224042715"
"2258","Charles_Adolphe_Wurtz","1082706","","13595","20190224123806"
"2259","Charles_Albert_Keeley","23129853","","3924","20190203044142"
"2260","Charles_Alexander_Johns","49890625","","10638","20190213234103"
"2261","Charles_Alexander_Shain","31167341","","2324","20190203051722"
"2262","Charles_Algernon_Parsons","441816","","17999","20190224215306"
"2263","Charles_Angas_Hurst","2244590","","3688","20190224215334"
"2264","Charles_Athanase_Walckenaer","1481263","","2991","20190213233222"
"2265","Charles_Bartley","3733694","","3187","20190215034712"
"2266","Charles_Blagden","3396212","","7605","20190219214626"
"2267","Charles_Brennan","37053942","","2336","20190219222053"
"2268","Charles_Correa","571705","","11785","20190224215309"
"2269","Charles_Darwin","8145410","","146476","20190226231702"
"2270","Charles_Darwin_(medical_student)","22460260","","15001","20190219220810"
"2271","Charles_David_Keeling","2099511","","15552","20190224143025"
"2272","Charles_Doolittle_Walcott","350376","","16313","20190224221513"
"2273","Charles_E._Burton","806491","","8578","20190224145336"
"2274","Charles_Edward_Adams_(seismologist)","34684530","","902","20190203053141"
"2275","Charles_Elachi","2230432","","16881","20190224215334"
"2276","Charles_Elworthy_(scientist)","18460424","","6305","20190213233708"
"2277","Charles_Eugène_Bertrand","34270118","","2536","20190213233921"
"2278","Charles_F._Hoffmann","2247707","","3232","20190219214334"
"2279","Charles_F._Stevens","25817389","","5435","20190219221122"
"2280","Charles_Fabry","7626355","","5882","20190222045820"
"2281","Charles_François_(systems_scientist)","9891417","","6101","20190224215446"
"2282","Charles_G._Overberger","34555862","","4224","20190219221848"
"2283","Charles_Galton_Darwin","502927","","10439","20190224145238"
"2284","Charles_George_Johnson","37700226","","2658","20190203054441"
"2285","Charles_Geschke","208588","","13928","20190225132709"
"2286","Charles_Ginsburg","3390459","","4730","20190224215347"
"2287","Charles_Goodhart","4610632","","6016","20190222045819"
"2288","Charles_H._Bennett_(computer_scientist)","1624482","","8634","20190224224613"
"2289","Charles_H._Boissevain","45261075","","6329","20190213234036"
"2290","Charles_H._Henry","15850416","","8301","20190203040642"
"2291","Charles_H._Townes","396568","","29490","20190225024051"
"2292","Charles_Hampden-Turner","945343","","7106","20190223195458"
"2293","Charles_Hatchett","150986","","7031","20190219213700"
"2294","Charles_Hutton","938017","","11217","20190224123758"
"2295","Charles_J._Fillmore","2019207","","13503","20190224224616"
"2296","Charles_James_(chemist)","34322150","","2072","20190219221837"
"2297","Charles_James_Martin_(physiologist)","7827070","","8415","20190222045820"
"2298","Charles_Janet","24889317","","5158","20190219214044"
"2299","Charles_Jean_de_la_Vallée_Poussin","751117","","10977","20190219213921"
